Date,Open,High,Low,Close,Volume,Market Cap
Apr-07-2023,21.1157,21.1157,20.4909,21.0747,514236763.8,8019112515
Apr-06-2023,21.3089,21.3089,20.6565,21.0923,661240466.4,8083131223
Apr-05-2023,21.2744,21.4296,20.8682,21.2949,764765480.9,8181148724
Apr-04-2023,20.71429134,21.3599,20.3682,21.2638,949884930.7,8062493862
Apr-03-2023,20.9697,21.16121088,20.12441757,20.68910885,753052956.5,7917618884
Apr-02-2023,21.51513072,21.51513072,20.7188,20.9748,539287848.3,8099098742
Apr-01-2023,21.47798266,21.6182779,21.011,21.52206328,772430116.7,8152238537
Mar-31-2023,20.78327179,21.71762137,20.24996604,21.47070054,911432060,7987577772
Mar-30-2023,21.3709,21.5698,20.4198,20.79065957,1072284918,8007238058
Mar-29-2023,20.714,21.5888,20.4814,21.3858,1027782383,8131253674
Mar-28-2023,20.2014,20.9794,19.70394404,20.7555,950551179.8,7760688125
Mar-27-2023,21.38105631,21.38105631,19.8054,20.2348,751430384.9,7866155501
Mar-26-2023,20.787,21.46139663,20.3672,21.39179405,632781115.7,8073085038
Mar-25-2023,20.89891039,21.1173,20.4473,20.7842,1064333241,7975836620
Mar-24-2023,22.3916,22.3916,20.5554,20.89865901,1300655965,8276619030
Mar-23-2023,21.6480613,22.73294519,21.2668,22.4137,1862058792,8379229011
Mar-22-2023,22.73400631,23.1665,21.3193,21.6749,1770198517,8574978257
Mar-21-2023,22.2916,23.2006,21.6696,22.78016623,2376374393,8633775343
Mar-20-2023,22.0666,23.9652783,21.70861962,22.2409,2284453871,8735052231
Mar-19-2023,21.37835979,22.54492534,21.36389048,22.0188,1403766039,8398123730
Mar-18-2023,21.7849,22.874,21.32667174,21.32667174,2074446431,8514386352
Mar-17-2023,19.8964,21.748,19.4887,21.748,1314968730,7793243054
Mar-16-2023,19.44560421,20.0209,19.015,19.9198,1711492794,7497934895
Mar-15-2023,21.0663,21.50196291,18.89789605,19.38798029,2247447024,7803795837
Mar-14-2023,20.5769,22.09675544,19.9252,21.0583,2277934838,7977975344
Mar-13-2023,20.44499078,21.37825983,19.0417,20.51415531,2416132317,7689026770
Mar-12-2023,18.2488,20.5292,17.9108,20.48708845,1342141569,7068636145
Mar-11-2023,18.29505295,18.8249,17.13386375,18.3039,2282160782,6855723541
Mar-10-2023,17.4618,18.37967068,16.1516,18.27755797,2379335940,6619139220
Mar-09-2023,18.5680789,18.7555,17.0513,17.4488,1636156077,7003318198
Mar-08-2023,20.4055,20.4055,18.38216928,18.55853809,1319031533,7420007648
Mar-07-2023,20.894,20.92149673,19.91542392,20.4165,864032782.7,7588069511
Mar-06-2023,21.2675,21.3256,20.7391,20.9029,774828359.1,7611050299
Mar-05-2023,21.32992708,21.6378,20.98476509,21.2979,854647605.1,7764058783
Mar-04-2023,21.6527,21.6527,20.7078,21.28912177,754502557.9,7723312431
Mar-03-2023,22.273,22.273,20.6342,21.62591255,1161321377,7750107404
Mar-02-2023,22.7388,22.7388,21.8903,22.254,890019401.6,8043160886
Mar-01-2023,22.12206993,22.8981,21.74866822,22.7414,996761750.9,8184473235
Feb-28-2023,22.9049505,22.9049505,22.06362209,22.16245166,1062164786,8161222458
Feb-27-2023,23.4933,23.519,22.53653598,22.89920495,1091434378,8340887249
Feb-26-2023,22.5833,23.68157815,22.2431,23.4488,1183555579,8320597160
Feb-25-2023,23.2264,23.3308,21.7356,22.5976,1389561404,8237903409
Feb-24-2023,24.0338,24.1124575,22.71065625,23.213,1364568906,8564362966
Feb-23-2023,25.2875,25.2875,23.7624,24.0399,1887951841,8788677651
Feb-22-2023,25.7049,25.7049,24.10547316,25.3164,6593381975,8977462181
Feb-21-2023,26.59734018,26.59734018,25.2249,25.6755,3315049220,9358180092
Feb-20-2023,25.2952,27.163,24.32968192,26.4088,4393232993,9543000280
Feb-19-2023,23.8794,25.9265,23.2948,25.257,1654592703,8807610589
Feb-18-2023,23.4891,24.07421468,23.1208,23.8827,1396183828,8547440388
Feb-17-2023,22.5276,23.7771,22.1762,23.5116,1988074468,8319273858
Feb-16-2023,24.10963455,24.15,22.5016,22.5096,2319295661,8595791587
Feb-15-2023,22.0794,24.13561377,21.5139,24.13561377,2118264536,8192388104
Feb-14-2023,21.03883836,22.43206435,20.72202153,22.0686,2084026684,7795313394
Feb-13-2023,21.7915,21.7915,19.9807,21.07510766,2121429608,7546125735
Feb-12-2023,21.0976,22.57392877,20.70460619,21.72073746,955416274.9,7757389271
Feb-11-2023,20.2536,21.1255,20.1841,21.1176,1311651539,7444268234
Feb-10-2023,20.59081805,21.1554,19.9684,20.2727,2113027361,7548269626
Feb-09-2023,23.3845,23.3845,20.46918853,20.55943891,1724461109,8182806502
Feb-08-2023,23.9779,24.1424,22.9503,23.3818,1656263163,8574235628
Feb-07-2023,22.848,24.0474,22.5963,23.9969,1346450404,8455375787
Feb-06-2023,23.64128729,23.70726391,22.7589,22.8919,1376451779,8476092728
Feb-05-2023,24.5584,24.5584,23.2656,23.67127878,1095666487,8728305161
Feb-04-2023,24.795,24.9767,24.37506614,24.5521,1267666546,8958469313
Feb-03-2023,24.3439,25.0794,24.13680569,24.7832,2123581595,8905872480
Feb-02-2023,25.0939,26.09717871,24.3626,24.375,2918612153,9119921723
Feb-01-2023,24.0609,25.1969,22.7382,25.0935,1730629605,8631144723
Jan-31-2023,24.052,24.44709066,23.63578006,24.1044,2145067949,8721027982
Jan-30-2023,26.1924,26.3128,23.58098991,24.0184,3084710879,8965941800
Jan-29-2023,24.1662,26.6406,23.8169,26.2457,1670905178,9046816886
Jan-28-2023,24.5513,25.0537,23.9616,24.1211,1717725699,8829831458
Jan-27-2023,24.4659,24.8836482,23.5253,24.5253,1902610310,8733898606
Jan-26-2023,24.61788173,25.18,24.0486,24.4368,2894638256,8922980149
Jan-25-2023,22.91563399,25.2508,22.3699,24.6437,2528640628,8520026044
Jan-24-2023,24.3527,25.1314,22.7874,22.92110861,1940687021,8878453912
Jan-23-2023,24.2225,24.9052,24.0097,24.3938,2090227889,8876931811
Jan-22-2023,24.6213,25.3976,23.7558,24.2603,2739124059,9040760146
Jan-21-2023,25.5415,26.32750342,24.6129,24.6571,4430287666,9162582734
Jan-20-2023,21.43092157,25.673,20.9782,25.5575,1919239323,7975654477
Jan-19-2023,20.87209117,21.74134518,20.5883285,21.40495561,2952752303,7709170503
Jan-18-2023,22.86712771,23.4754,20.71294144,20.85430369,2476567642,8132638992
Jan-17-2023,23.59369362,23.87689925,22.9218527,22.9218527,2790695044,8492157433
