Date,Open,High,Low,Close,Volume,Market Cap
Mar-04-2023,1569.2871,1574.9161,1552.3086,1567.0151215129843,14786396836.125435,191807333655.0814
Mar-03-2023,1648.1644,1648.9702,1554.9741,1568.7959785979592,25721920824.88889,192359090514.4648
Mar-02-2023,1665.9322,1673.6289,1622.3307,1647.3442,20639774336,201007215922.1837
Mar-01-2023,1604.180852544386,1665.0062,1599.6845103794246,1665.0062,22425958464,201463500375.12088
Feb-28-2023,1633.6287543691326,1644.9773581175605,1604.5378558667226,1604.5378558667226,18975334115.555557,199357754915.05905
Feb-27-2023,1641.376,1662.4443,1613.29,1633.5255911573129,18252529955.555557,200300335919.71222
Feb-26-2023,1595.675,1645.7324,1589.6717,1639.222,14025320977.777779,196904761130.94092
Feb-25-2023,1608.771,1609.1812,1568.2261,1595.631,19937191318.745644,195404353901.49713
Feb-24-2023,1650.2095,1663.239,1586.7964,1608.6857,23322670858.666668,199692100689.2138
Feb-23-2023,1643.3021,1675.3703974904777,1635.2179,1651.6473,27325169571.555557,202670768980.8049
Feb-22-2023,1660.3077,1665.3506,1602.2297,1643.0491,28918657998.22222,199975859338.79782
Feb-21-2023,1704.3262620177268,1716.4765,1640.0783993503676,1657.2336,22902066616.88889,205922715237.09677
Feb-20-2023,1682.0428,1717.8282,1656.8934590790166,1701.8493,23425424398.22222,207686004989.5514
Feb-19-2023,1692.5501,1720.6520135772514,1672.9287,1681.2561,15061352088.88889,207404120611.80627
Feb-18-2023,1688.2629,1696.6164,1680.6443,1691.9155,24332599086.22222,206623587904.75775
Feb-17-2023,1637.0959,1712.6734,1637.0959,1689.3299,34996085155.55556,204095530464.3524
Feb-16-2023,1670.3704446625238,1729.7115,1634.2073,1634.2073,36600400540.44444,206170476004.69116
Feb-15-2023,1557.0171,1670.5597006869714,1546.2917,1670.5597006869714,27985340692.539005,194491601331.1417
Feb-14-2023,1513.2961782317343,1562.2449,1501.428255644734,1557.6276,27273681290.666668,186823543889.20422
Feb-13-2023,1525.3292,1529.724,1474.8101,1514.6054299680666,21549832529.77778,184100159176.80795
Feb-12-2023,1546.8055,1550.5644,1512.6119705250726,1520.5383029563359,12486514787.555555,188345433086.85132
Feb-11-2023,1520.3617,1547.9816,1516.9408,1545.6497,19992811100.444443,186890217535.2983
Feb-10-2023,1552.4529112868818,1562.1303504784019,1516.4694,1521.2239,30660089137.77778,189010233968.74377
Feb-09-2023,1658.3829,1665.3742903431876,1546.4463836767281,1552.6470242567614,25824156625.77778,199167088344.09274
Feb-08-2023,1678.3319,1695.5076,1642.2761,1658.7477,26568707776,204895515309.91806
Feb-07-2023,1621.524,1683.2492488168684,1621.524,1680.0255,22210010001.77778,201740482396.2096
Feb-06-2023,1638.0485851442593,1661.8990280236933,1617.5003,1622.4906,21231248355.555557,200928158161.42365
Feb-05-2023,1673.9454,1680.644271753026,1623.7659,1639.7916999695117,18577795182.22222,203091622337.36047
Feb-04-2023,1672.5805,1700.5303,1656.2810793777167,1673.6919,21454622140.444443,205081283141.30707
Feb-03-2023,1652.171,1683.0069,1645.6273893338375,1674.3734,29163596551.11111,203247692073.15778
Feb-02-2023,1655.6512,1719.1712799197292,1652.7172,1655.1528,32690205191.11111,206018338591.79584
Feb-01-2023,1598.7421,1658.6795,1571.805,1655.6429,19218017436.444443,195706810982.7754
Jan-31-2023,1577.6944,1611.3715,1571.9815493761575,1594.5995,23157389148.444443,194345794089.99377
Jan-30-2023,1659.9173,1659.9173,1555.6891244857206,1578.0185,26127431872,196973124884.90765
Jan-29-2023,1581.5592,1668.8411,1577.7999,1661.5962,20949587925.333332,198544651215.69055
Jan-28-2023,1607.3429,1616.2405745069884,1572.3951,1579.8037,19489013681.77778,195223965125.44376
Jan-27-2023,1612.7875,1627.6226544427234,1573.6525,1607.9381,23498060344.88889,195303034932.97543
Jan-26-2023,1623.5721770208227,1644.6173,1598.8551,1611.3829,30637000014.22222,198327722631.92807
Jan-25-2023,1570.711173905314,1645.5753,1537.7599,1625.2328,27738276956.444443,191948259388.48453
Jan-24-2023,1629.7305,1643.7927,1563.2685,1564.8686110531203,19096453902.22222,199150242329.69067
Jan-23-2023,1630.5893,1645.1655,1615.8282,1632.0742,17575558314.666668,199957691102.30157
Jan-22-2023,1629.5682,1661.530846335606,1613.6371,1632.6316,18501790670.22222,199838737078.89365
Jan-21-2023,1661.3314,1678.1683133408799,1627.7613,1629.442,24645126574.22222,202623857230.03748
Jan-20-2023,1553.2304565157428,1663.5809,1545.8403,1663.5809,15697074524.444445,192764525788.67197
Jan-19-2023,1517.9596598755118,1561.3908441486767,1515.1253,1552.5629975216818,22981805365.333332,187703317360.68445
Jan-18-2023,1565.2937578802635,1603.3377,1511.9049731159082,1518.2812385427997,20434701468.444443,191646511685.2973
Jan-17-2023,1577.8197672282424,1595.1024304587327,1555.5379508030694,1568.5207230295719,20024305404.444443,192243578154.78177
Jan-16-2023,1553.0580438223292,1597.462176318375,1535.3383,1577.9221251903018,19714203192.88889,191238421576.8227
Jan-15-2023,1552.4133,1558.8221,1522.948,1552.396050626926,19293094368,188197546001.91364
Jan-14-2023,1453.1673137586306,1565.3492403205712,1453.1203041354943,1554.18,33245275907.555557,188380218987.62363
Jan-13-2023,1418.2492,1463.6707816926562,1404.4963229870098,1453.476950245761,21868064426.666668,173490828488.19867
Jan-12-2023,1388.1829873475187,1435.8886,1378.1888,1417.9421,22942560789.333332,171868277862.71252
Jan-11-2023,1335.7543595768393,1387.8770885073302,1324.1113638228896,1387.8770885073302,12947376391.11111,163521669785.1808
Jan-10-2023,1321.5392132238906,1342.9171,1319.7301,1336.3735778500343,15791881173.333334,162851509693.2731
Jan-09-2023,1288.1180390956165,1344.5612381016306,1286.7009,1322.5694583527213,15692350625.777779,161342037522.85547
Jan-08-2023,1263.1561314125202,1285.683457241335,1259.8692284830947,1285.683457241335,6439228099.555555,154832036542.79092
Jan-07-2023,1269.3049684405214,1270.6344,1261.9063,1263.6902,10093205690.666666,154806866635.95358
Jan-06-2023,1251.0164,1274.1797849513912,1241.2967884215009,1269.973955998053,10604729132.444445,153572870585.5989
Jan-05-2023,1257.390386070807,1259.580377021408,1246.3896,1250.5991,12116147982.222221,153202731636.58075
Jan-04-2023,1214.9439,1266.1624479419488,1213.680037220483,1257.0484273356478,13085537285.333334,152830540181.3555
Jan-03-2023,1214.7729913506428,1220.0728,1207.8507033813228,1214.9865934158993,8335574752,148617864066.1766
Jan-02-2023,1201.3234351680835,1220.9376,1195.7718380567617,1214.5258034058745,7972081998.222222,148378453763.46814
Jan-01-2023,1197.1444,1205.0958,1193.42220025724,1201.5622971158014,6431231801.777778,146633439623.4848
Dec-31-2022,1200.6447473414366,1207.2416,1194.9810851373763,1197.4878,7761569877.630662,146813114312.18103
Dec-30-2022,1201.7612846480292,1202.7371585096487,1186.3174,1199.6719972992698,10072654832,146380283737.7447
Dec-29-2022,1190.8051542675603,1205.254314948879,1188.558,1202.1429559078665,11982238856.88889,146582166290.85394
Dec-28-2022,1212.8211203452593,1214.26785002282,1185.7518,1190.8111424850167,11934880928,146575288201.2472
Dec-27-2022,1228.551573708037,1231.4366787628244,1205.1912,1212.875705865981,9369368394.666666,149074887491.63794
Dec-26-2022,1219.7705215814528,1227.6560458272959,1214.1297215959944,1227.6560458272959,9316884416,149260618112.03818
Dec-25-2022,1221.8455,1224.6446,1203.2394,1219.4884705177233,6776633709.714286,148988323127.6561
Dec-24-2022,1220.4105233833518,1225.2539,1215.8367,1221.8758,8221414096.888889,149233284966.02634
Dec-23-2022,1218.169382662123,1228.2728457549422,1215.8963590116723,1220.0796155854068,13899782833.777779,149443679917.1883
Dec-22-2022,1214.764217307598,1222.722,1187.0802,1218.50271599921,10386942257.777779,148086930736.36932
Dec-21-2022,1218.9821173324708,1219.7626592912904,1206.8897544816903,1213.2070244699548,12978582071.11111,148477042688.59653
Dec-20-2022,1170.2434099477443,1226.0437,1166.5244394798874,1218.6876603830353,17283320952.88889,147863789965.56778
Dec-19-2022,1186.8759714359844,1196.2549540692603,1161.044,1169.058023154611,10509185873.777779,144776343867.36993
Dec-18-2022,1189.6632635056071,1197.5162,1177.8640934234472,1188.275953997609,9518597777.777779,145217834393.1846
Dec-17-2022,1169.164530112906,1190.8252745675318,1165.1159394170434,1189.739429972017,20335989585.77778,144426325487.6189
Dec-16-2022,1267.8176766205104,1280.3073,1161.5234444998205,1166.2983,17306134037.333332,150518546649.42453
Dec-15-2022,1310.0080510350774,1312.5513842337007,1263.5405,1266.910674390604,20454735331.555557,157155724065.66028
Dec-14-2022,1322.697562322965,1349.0910334449154,1306.4087436076259,1310.3290995703633,21131939253.333332,162198844837.17917
Dec-13-2022,1275.0057019583019,1341.1211,1258.5035,1321.5886668585658,18729368056.88889,158555669756.11365
Dec-12-2022,1263.242563422345,1276.4494150248202,1242.247587443009,1274.6350183278591,11962940656,153457261191.2332
Dec-11-2022,1266.7635092513608,1282.2101481169702,1259.7378,1263.7760281199253,7445708549.333333,155632479343.84546
Dec-10-2022,1262.7620631459208,1279.3956905876332,1261.3932099733358,1265.1098328143726,10217945848.88889,155147808582.84787
Dec-09-2022,1280.5757669400439,1290.7219798093408,1258.0506,1262.201538298898,15888496176,156216001744.76273
Dec-08-2022,1231.7618431221515,1286.1438,1224.8407690947029,1281.7496662198212,14235489060.571428,152579311661.5192
Dec-07-2022,1271.0748197472958,1271.9287,1224.4515,1233.0481897121588,15388381831.11111,151816477912.55017
Dec-06-2022,1259.4086049287175,1272.7851526502018,1245.7988026023154,1272.7851526502018,14341437856,153930890158.2108
Dec-05-2022,1279.6452979543108,1302.8499286619171,1249.7737,1259.132581988623,15193700887.11111,156742109688.2356
Dec-04-2022,1240.8534277190033,1281.8638481923163,1240.8534277190033,1280.977471434129,13263055079.11111,154462708733.18515
Dec-03-2022,1294.8408,1300.1995,1238.5519895132952,1242.378005391551,14198367549.547039,155826000429.579
Dec-02-2022,1275.835856371096,1293.7240000496386,1267.6698,1293.7235,15344008959.108013,156635283563.9723
Dec-01-2022,1294.8358941037839,1294.8358941037839,1263.9917,1274.9055,19783274478.22222,156652949237.8673
Nov-30-2022,1217.14,1302.2602791041409,1216.4066,1296.2664135826335,21260847079.11111,155643041665.67422
Nov-29-2022,1168.7013,1224.2171100033345,1161.6108142279813,1217.2066,18646231342.22222,147632261894.35992
Nov-28-2022,1194.2811554683153,1199.5172,1155.365,1169.484301065495,15553576785.777779,143530568593.609
Nov-27-2022,1205.8012391765892,1221.9362985140847,1193.8482144530267,1193.8482144530267,11739046767.498259,148653691913.2115
Nov-26-2022,1198.4439,1225.9735360310144,1197.9084388363815,1206.7825404534008,14760104952.88889,148720388865.5001
Nov-25-2022,1204.774,1204.774,1175.9864869801277,1199.1684471892786,15465895210.666666,145640249817.71524
Nov-24-2022,1186.067,1214.7715326333491,1181.9022,1204.057,20792419555.555557,146817360186.7318
Nov-23-2022,1138.829,1186.7917,1129.9878,1185.1995,22390376359.11111,142314996240.9946
Nov-22-2022,1107.6939134446236,1138.386,1081.0533,1135.112,24361076316.444443,135898052823.58656
Nov-21-2022,1143.382,1143.382,1084.8446,1108.390669620763,21338577077.333332,137239711226.874
Nov-20-2022,1219.8213081944305,1223.8445,1138.9530169882432,1144.0425,11230235875.555555,145883037349.9549
Nov-19-2022,1212.8139709922075,1227.4193,1200.7882,1218.902299478003,9537879634.062717,148033977798.32916
Nov-18-2022,1200.7972668937903,1227.6572235936544,1200.7972668937903,1213.309305072681,15701073145.756098,148586353088.9349
Nov-17-2022,1217.596530009509,1226.4661131782864,1188.0834,1200.1639545769228,19152988718.22222,147528595016.49475
Nov-16-2022,1253.7473,1265.6373,1194.6871962488146,1217.3068924370903,20331229994.666668,150605758249.43512
Nov-15-2022,1242.0793482846627,1285.3936,1238.7156459718028,1252.7961,23680562851.555557,154366232414.295
Nov-14-2022,1223.6537584022972,1287.630126864827,1181.1305,1242.5926934344534,24089592682.666668,150852286806.6642
Nov-13-2022,1259.0258,1274.5241,1209.3709,1223.7969775772983,15444773212.444445,152437604946.95834
Nov-12-2022,1290.4865,1290.4865,1245.7726323863526,1257.9701,28423737013.333332,155456419948.31567
Nov-11-2022,1298.9448,1304.623,1211.8695331858423,1294.1023,42946262840.888885,155445154367.24228
Nov-10-2022,1099.633444288979,1345.9238,1091.5501436058237,1300.6546991554837,64840283747.55556,150861575494.56036
Nov-09-2022,1333.5808198938648,1334.100467197707,1085.7431288580083,1095.3682473373226,70554382947.55556,150428388979.6733
Nov-08-2022,1567.4369,1573.6633,1263.9011,1332.7661161797291,41875192234.666664,178874452837.7412
Nov-07-2022,1572.8043,1603.9821,1549.8852,1568.2193,23137771772.444443,193719728050.73172
Nov-06-2022,1626.7032,1634.2118388431118,1573.7605,1573.7605,14569443079.11111,198222884517.51505
Nov-05-2022,1643.8873,1659.6563,1624.5877,1626.1543,28373682417.77778,201065354305.7025
Nov-04-2022,1530.9975746112666,1662.0981,1528.8560647409906,1644.6298,26853065112.88889,195689109110.96915
Nov-03-2022,1518.77521098638,1556.0801235868826,1516.0878954717448,1530.6681700707295,34568313144.888885,188998472213.0928
Nov-02-2022,1578.719,1612.9202,1506.9174943074859,1519.443462917414,24669581521.77778,191370059821.20468
Nov-01-2022,1571.8980574241634,1606.9968,1567.8423720917237,1578.9899,27764591989.333332,194046747916.96997
Oct-31-2022,1589.0586,1631.4787,1552.3476,1573.6281543766556,25615568440.88889,193885827044.09708
Oct-30-2022,1619.1528888294572,1637.016,1578.2512693380636,1589.3013,26897969930.666668,196489653388.11996
Oct-29-2022,1554.4098003468434,1644.768780585353,1549.7773,1620.5119039141928,33548971555.555557,197015146973.2782
Oct-28-2022,1514.2160640036602,1568.5417,1490.8258,1556.203,36109050375.111115,187144311746.41678
Oct-27-2022,1566.4981868230213,1573.2015092132283,1510.5281422026394,1514.690284992551,41457106432,190014986833.88425
Oct-26-2022,1459.7245567204084,1583.1290322887571,1459.02892479953,1565.4946440450385,53863084039.111115,187233180145.551
Oct-25-2022,1343.3106,1510.1817,1287.0795603455297,1463.4204659126985,26123834773.333332,170237507961.4546
Oct-24-2022,1363.0932,1367.6843,1326.8996,1343.6972,21173323406.22222,164836565878.28967
Oct-23-2022,1313.0186,1368.1266,1302.2703,1361.7918,11098584932.794426,161521897930.6153
Oct-22-2022,1299.598,1317.64661754147,1295.022,1313.018181315622,15305410849.777779,160087316088.1708
Oct-21-2022,1282.9002,1305.3344,1260.8918,1299.5292,18643007608.88889,157933444469.28708
Oct-20-2022,1285.6969,1308.2815,1274.4654,1282.6884,17498682293.333332,158091371459.87402
Oct-19-2022,1310.3055,1311.8526,1283.7715,1284.617,19727401237.333332,159255064705.69083
Oct-18-2022,1330.8539,1339.5024,1291.1185,1311.9315,20472464604.444443,161998578471.79584
Oct-17-2022,1305.2802020321249,1337.1241,1296.5951201319801,1332.4058,17823938080,161401169260.8368
Oct-16-2022,1275.0055,1313.2071459181257,1275.0055,1305.7403487076938,12447929377.89547,157890289980.16052
Oct-15-2022,1296.634,1300.896027586447,1269.2297,1273.866,18202968803.555557,157897183244.55585
Oct-14-2022,1287.2912871332016,1338.3823,1284.9106821269966,1297.5523,33458848042.666668,161219976906.28818
Oct-13-2022,1294.8965520896563,1297.8247973998746,1208.511,1288.0829462253146,23846336358.578396,155970091017.1017
Oct-12-2022,1280.2618,1303.7917,1277.6777,1294.8947767005388,17098290482.843206,158698043106.97745
Oct-11-2022,1290.3481901274745,1297.2552,1270.8912013821448,1279.4075,19233795040,157248293268.4948
Oct-10-2022,1322.7366,1334.9307,1291.039475304482,1291.039475304482,14298382616.083624,160988060196.84872
Oct-09-2022,1315.5734,1327.8874700858607,1308.9499117853343,1322.2074,11099968504.88889,161685078846.45914
Oct-08-2022,1331.7422769672726,1335.9627555052662,1305.8147,1315.1223,15751715599.163763,162660731844.744
Oct-07-2022,1361.288,1367.883776703181,1320.442540138378,1332.0156313316993,23498465404.878048,165139102549.7877
Oct-06-2022,1358.6797,1388.0352,1354.940727521653,1357.7041591928055,28837461120,168039535657.62912
Oct-05-2022,1369.288,1370.3085,1326.709251937094,1359.8448,22811595143.11111,165983400713.7217
Oct-04-2022,1329.7521,1372.4368,1326.3752,1370.5743,24317840533.333332,165635055485.4034
Oct-03-2022,1285.2782157926702,1335.9004,1280.2935251200663,1329.939,22608955374.22222,160678202831.78214
Oct-02-2022,1319.7301,1328.232,1282.589129747522,1283.6007693273082,14872393304.88889,160713085642.94962
Oct-01-2022,1337.3836161692207,1345.2731191842793,1313.3313,1319.5129,24279837106.750877,163238929784.25415
Sep-30-2022,1345.393795903389,1377.3679,1328.1739208530014,1337.1692727099319,35095161372.44444,165069071971.08365
Sep-29-2022,1345.8464634715187,1360.8643,1302.6044,1345.6686017093703,36476411783.111115,164268873283.08044
Sep-28-2022,1343.3419905730066,1369.8569,1284.5967343726272,1345.5653152661714,44449547024.94774,162281531805.70486
Sep-27-2022,1349.3468,1418.7922,1320.0221503313435,1342.7199628110752,37167693013.333336,168772329063.7285
Sep-26-2022,1311.5121,1353.725869665817,1296.9685,1347.6918,34668929580.599304,163062399310.6557
Sep-25-2022,1338.093,1356.5512763882848,1293.015952916324,1318.269,30597888704,163336668584.71393
Sep-24-2022,1340.0630025590328,1367.934897244145,1328.7016,1342.3869286540348,44019129144.888885,165004747079.3573
Sep-23-2022,1339.2832499811695,1370.3708840685615,1280.7153,1339.3711763602032,48127721116.44444,162757498707.6312
Sep-22-2022,1261.1309837803958,1353.3909102887644,1251.0919009218028,1347.1129503784068,52572820565.333336,158987825706.0673
Sep-21-2022,1337.8963,1394.797976196796,1237.3860350462217,1260.6804588321131,36383806264.888885,164607815361.05798
Sep-20-2022,1401.5095592327025,1402.2263,1335.0472446877875,1337.6201,39725791745.78397,168012754442.80573
Sep-19-2022,1362.69645633062,1406.4618703761205,1307.3519014727822,1397.4837537854846,49261621276.44444,165380235818.969
Sep-18-2022,1488.8389179166115,1488.8389179166115,1351.9499,1353.9930383972987,26680713735.11111,176369813081.19727
Sep-17-2022,1449.2302192632626,1495.8389223999086,1428.6537589619188,1494.3329669001978,32598806840.88889,178913319421.2662
Sep-16-2022,1493.868,1502.9933,1433.8928,1446.7472627040129,47680938268.44444,180264339946.25598
Sep-15-2022,1655.166316394822,1670.1983371308295,1480.9865,1492.0814,55534580096,193361783944.49817
Sep-14-2022,1591.413889911522,1669.3549,1580.1433144030118,1655.1844225715167,50737202453.333336,198343781834.2283
Sep-13-2022,1742.588433509865,1776.1256609559084,1585.4393607943307,1592.5175895040506,40959885930.666664,206106466260.4898
Sep-12-2022,1784.625041961148,1797.7447640200553,1726.2906,1739.2838426579403,27271086478.22222,215127672331.41507
Sep-11-2022,1797.1989,1807.2495666789223,1750.568584993569,1784.5980121027474,21132237468.444443,218442118962.6371
Sep-10-2022,1740.8040005660605,1808.2996,1730.6249065079344,1798.3565,27675742101.333332,214239034236.26578
Sep-09-2022,1653.8723,1753.6899,1652.7172,1737.9338469799854,34189717809.77778,209585549578.7164
Sep-08-2022,1647.238133796057,1674.4281400469758,1620.75458078483,1654.3175,32526352896,201364436224.0132
Sep-07-2022,1575.1870700940674,1666.7814786885012,1514.6067136230645,1647.845190480129,32475255751.11111,191130302252.49268
Sep-06-2022,1632.183137036763,1697.3929,1578.960442434386,1578.960442434386,29849326535.11111,201822779262.93298
Sep-05-2022,1594.4989231843945,1637.3097599760256,1576.2261,1637.3097599760256,17248149888,195187178865.2384
Sep-04-2022,1574.022275632345,1594.9521336220066,1559.269,1593.1269572608735,13330018407.11111,192611950134.27338
Sep-03-2022,1594.4149,1597.9578,1556.1652,1571.8126856116764,23579696206.22222,192410861984.2864
Sep-02-2022,1604.1470176205453,1663.1605,1570.6223943959692,1590.9705,27606009256.585365,196909610184.1529
Sep-01-2022,1572.8162,1612.8154562088685,1538.7827674349994,1605.5273,29391723640.88889,192653719971.46503
Aug-31-2022,1540.1108,1632.5096563585307,1540.1108,1571.7813,37207694378.666664,195003391222.7909
Aug-30-2022,1569.090083086103,1615.6287,1496.7222,1540.15,29678474200.752613,191642524214.65308
Aug-29-2022,1441.0825,1572.4854438839598,1441.0825,1567.6056729759086,23467333610.592335,183238755707.7417
Aug-28-2022,1508.0004,1523.9254,1446.8779,1446.8779,20927463367.11111,183223108684.49936
Aug-27-2022,1535.242663970672,1544.783836051186,1474.9797886360377,1512.3606,41625245056,185032517909.0406
Aug-26-2022,1705.004677644269,1719.9271809491668,1522.8738690807456,1529.236258810948,32809402659.555557,201444982693.82654
Aug-25-2022,1660.851073632139,1728.7711582539098,1660.851073632139,1704.717194787468,20562254912,208056601229.9643
Aug-24-2022,1667.7411479093928,1691.0087,1614.1574689037502,1662.1499498996743,23570177322.666668,202060939786.24008
Aug-23-2022,1629.7592,1671.2389619743165,1574.818198137329,1667.7250656137285,24779859818.666668,199058414395.61606
Aug-22-2022,1624.192760987107,1629.18,1542.4863345014626,1629.18,22886773482.666668,193726999424.67227
Aug-21-2022,1582.116311738924,1645.702153154136,1572.4913649553978,1623.638156439745,22272454165.333332,196830429233.25107
Aug-20-2022,1618.057728180201,1655.1277927310568,1541.9544343655143,1584.1249891055302,27657180399.052265,198182547072.35913
Aug-19-2022,1848.7237,1848.7237,1617.290556971125,1617.290556971125,26545661425.77778,212391369057.99942
Aug-18-2022,1847.7352456432857,1889.6271,1840.0578500676288,1848.1317,22129731861.333332,227965480310.27994
Aug-17-2022,1892.872989582588,1969.1631,1837.672921704091,1844.6625215312208,23311337543.358887,229990857645.48428
Aug-16-2022,1917.3466,1928.407,1875.782398442438,1894.5207018596907,24174489756.444443,231826434937.77554
Aug-15-2022,1950.4265034167,2022.0255,1897.4129,1921.266,26022651548.444443,236423528037.43988
Aug-14-2022,1997.8545003458084,2038.344,1932.604095705316,1952.2013397607243,19248559004.444443,242576320713.1
Aug-13-2022,1974.6185,2031.887024032448,1963.0583,1997.2170005725009,25526361080.88889,244086328781.66293
Aug-12-2022,1897.582,1973.6109,1876.6402037587177,1973.6109,25462167594.666668,233298781484.38147
Aug-11-2022,1867.4742283929852,1942.0470262928677,1867.4742283929852,1897.9421,35785405902.22222,232379153385.8825
Aug-10-2022,1710.5438519509355,1881.7926026399064,1673.9062672607452,1865.856097051032,34392203512.888885,215438491180.54657
Aug-09-2022,1785.4938,1822.7509,1682.2709,1716.0553792613443,32706398968.88889,212047593999.6456
Aug-08-2022,1707.4366806665869,1815.7831690083751,1703.7666051928832,1786.564,26660251576.88889,215048813760.30646
Aug-07-2022,1696.5739,1732.6398422959237,1677.6249,1706.1710361805326,20121560003.555557,207413169864.0016
Aug-06-2022,1742.5443279913638,1754.8106630888954,1697.5081,1697.5081,31936933674.666668,210393597855.9242
Aug-05-2022,1615.1411156372592,1733.5388400182974,1615.1411156372592,1730.8868765460238,34332756216.88889,204649384598.31625
Aug-04-2022,1626.1248863445346,1667.756614564216,1592.3655020103715,1618.822772450144,30469246030.22222,198395883527.16675
Aug-03-2022,1641.113057569082,1686.4746,1603.7184423672425,1625.3491,36776126456.86411,200987582856.07892
Aug-02-2022,1641.834316493051,1683.1536888140563,1574.9974,1642.811334153925,36179693226.666664,197328796703.3783
Aug-01-2022,1691.5817,1713.4912,1619.2664749149642,1642.1101065313976,29122110556.444443,203935920384.1055
Jul-31-2022,1707.1588713550286,1757.9290085900388,1683.6326,1691.1316,26165296341.333332,209051180693.17697
Jul-30-2022,1739.2731,1752.9588,1690.8993,1709.116983627041,38780805376,209973617207.02408
Jul-29-2022,1736.4374112332669,1772.4409,1673.8285,1741.7085,50718220608,210260371837.7069
Jul-28-2022,1648.3852066277234,1788.0517,1619.8921220349998,1736.871029175618,54525808867.55556,204397199071.11356
Jul-27-2022,1462.7833443511845,1651.4757841488135,1435.6967,1651.4757841488135,38162597909.40767,183481724070.94275
Jul-26-2022,1451.74,1457.1624,1374.63,1451.6643495365652,38720087186.28571,172372771139.0349
Jul-25-2022,1607.7257977417212,1615.322116698492,1460.9212,1460.9212,38214308430.22222,186748965978.70178
Jul-24-2022,1559.1414870054143,1665.7811917716504,1559.1414870054143,1610.5631646500924,31552703891.1777,195321834743.3526
